timestamps(s),penetration_AV,flow(veh/hr),speed(mph)
20.0,0.0,0.0,-0.621504039776
40.0,0.0,0.0,-0.621504039776
60.0,0.0,360.0,72.2381914019
80.0,0.0,2340.0,63.8267153191
100.0,0.0,3600.0,63.1431722514
120.0,0.0,3060.0,63.7489430984
140.0,0.0,2880.0,67.0743854352
160.0,0.0,3420.0,64.8761812396
180.0,0.0,3060.0,67.7532609573
200.0,0.0,3240.0,69.4280607508
220.0,0.0,2520.0,72.01427629
240.0,0.0,3420.0,68.7219830303
260.0,0.0,2340.0,70.0820724156
280.0,0.0,3240.0,63.2705720191
300.0,0.0,3600.0,64.7044903091
320.0,0.0,2520.0,66.807810184
340.0,0.0,2340.0,70.2714005312
360.0,0.210526315789,3420.0,66.8910867862
380.0,0.590909090909,3960.0,64.5298070868
400.0,0.5,3600.0,67.2825638562
420.0,0.571428571429,3780.0,63.9695361916
440.0,0.684210526316,3420.0,70.2173312206
460.0,0.6,3600.0,67.9093256338
480.0,0.545454545455,3960.0,66.3602355766
500.0,0.65,3600.0,71.4845419137
520.0,0.7,3600.0,71.1514152885
540.0,0.565217391304,4140.0,64.7143075566
560.0,0.470588235294,3060.0,68.1484274619
580.0,0.571428571429,3780.0,68.5827437567
600.0,0.578947368421,3420.0,67.3905166498
620.0,0.75,2880.0,72.9498794398
640.0,0.541666666667,4320.0,65.605545233
660.0,0.5,3600.0,70.0442572178
680.0,0.666666666667,4320.0,72.4718270715
700.0,0.8,3600.0,72.5497624055
720.0,0.666666666667,3780.0,67.6902168874
740.0,0.833333333333,4320.0,70.4218026375
760.0,0.666666666667,4320.0,68.0273007064
780.0,0.7,3600.0,69.288780527
800.0,0.75,4320.0,69.2953626734
820.0,0.6,3600.0,67.4521346468
840.0,0.666666666667,4860.0,68.9117133575
860.0,0.7,3600.0,67.4026580871
880.0,0.7,3600.0,73.6201120549
900.0,0.809523809524,3780.0,70.7047488302
920.0,0.631578947368,3420.0,60.6046641996
940.0,0.703703703704,4860.0,64.0732087877
960.0,0.714285714286,3780.0,70.36041372
980.0,0.945945945946,6660.0,60.1224230175
1000.0,1.0,6840.0,63.4431659738
1020.0,1.0,6660.0,71.8412910969
1040.0,1.0,6120.0,77.0134664266
1060.0,1.0,5940.0,74.1104138235
1080.0,1.0,6300.0,75.2104445653
1100.0,1.0,5400.0,77.0135837423
1120.0,1.0,6120.0,77.0136730889
1140.0,1.0,6300.0,75.0178842709
1160.0,1.0,5760.0,77.013654832
1180.0,1.0,5940.0,77.0136653055
1200.0,1.0,3600.0,76.9698636157
1220.0,0.975,7200.0,66.0331534003
1240.0,1.0,6120.0,73.1036721333
1260.0,1.0,5940.0,64.4290529243
1280.0,1.0,4860.0,46.6613515294
1300.0,1.0,2520.0,21.3340593531
1320.0,1.0,360.0,0.603644762921
1340.0,1.0,540.0,0.615822313005
1360.0,1.0,360.0,0.60373238771
1380.0,1.0,360.0,0.603631460709
1400.0,1.0,360.0,0.603320128715
1420.0,1.0,360.0,0.602725488742
1440.0,1.0,360.0,0.606339902118
1460.0,1.0,360.0,0.6114563025
1480.0,1.0,540.0,0.694879863418
1500.0,1.0,360.0,0.746473797347
1520.0,1.0,720.0,1.31088293724
1540.0,1.0,1800.0,5.57245511324
1560.0,1.0,2520.0,7.85117063603
1580.0,1.0,3240.0,8.94049049367
1600.0,1.0,4500.0,8.89369456887
1620.0,1.0,5040.0,9.9450510824
1640.0,1.0,5040.0,10.3140810053
1660.0,1.0,5220.0,10.4946507371
1680.0,1.0,5400.0,10.6406700923
1700.0,1.0,5400.0,10.7619907823
1720.0,1.0,5400.0,10.8319984997
1740.0,1.0,5400.0,10.8396978921
1760.0,1.0,5220.0,10.8287395321
1780.0,0.857142857143,5040.0,10.7309296269
1800.0,0.76,4500.0,10.6978842903
1820.0,0.814814814815,4860.0,10.7836316871
1840.0,0.583333333333,4320.0,11.0287711521
1860.0,0.333333333333,3780.0,11.2420943378
1880.0,0.454545454545,3960.0,11.3194073439
1900.0,0.434782608696,4140.0,11.4160105249
1920.0,0.64,4500.0,11.3315168128
1940.0,0.565217391304,4140.0,11.3429191735
1960.0,0.2,3600.0,11.1602358545
1980.0,0.409090909091,3960.0,11.0807090639
2000.0,0.25,3600.0,11.0453419513
2020.0,0.380952380952,3780.0,10.9341721838
2040.0,0.2,3600.0,10.9217230052
2060.0,0.521739130435,4140.0,11.0170989798
2080.0,0.608695652174,4140.0,11.1241994633
2100.0,0.478260869565,4140.0,11.265286918
2120.0,0.730769230769,4680.0,11.2604018455
2140.0,0.454545454545,3960.0,11.4919457047
2160.0,0.692307692308,4680.0,11.5425525533
2180.0,0.6,4500.0,11.5374840728
2200.0,0.583333333333,4320.0,11.4827840098
2220.0,0.454545454545,3960.0,11.4989828156
2240.0,0.541666666667,4320.0,11.5287676194
2260.0,0.692307692308,4680.0,11.7796919379
2280.0,0.56,4500.0,11.9674859329
2300.0,0.653846153846,4680.0,12.1302647435
2320.0,0.75,5040.0,12.2233993497
2340.0,1.0,5940.0,12.2732809859
2360.0,1.0,6120.0,12.2967048367
2380.0,1.0,5760.0,12.3042878187
2400.0,1.0,6120.0,12.3044463409
2420.0,1.0,5760.0,12.3077779883
2440.0,1.0,6120.0,12.3086727546
2460.0,1.0,5940.0,12.3057698335
2480.0,1.0,5940.0,12.3126262794
2500.0,1.0,5940.0,12.3057658853
2520.0,1.0,5940.0,12.2989303524
2540.0,1.0,5940.0,12.305836184
2560.0,1.0,5940.0,12.3045762172
2580.0,0.866666666667,5400.0,12.3110229801
2600.0,0.541666666667,4320.0,12.3068092374
2620.0,0.5,4320.0,12.3057030783
