timestamps(s),penetration_AV,flow(veh/hr),speed(mph)
20.0,0.0,0.0,-0.621504039776
40.0,0.0,0.0,-0.621504039776
60.0,0.5,720.0,76.7723802729
80.0,0.235294117647,3060.0,65.6909683991
100.0,0.266666666667,2700.0,68.5867051792
120.0,0.333333333333,3240.0,65.040027903
140.0,0.25,2880.0,68.883174668
160.0,0.294117647059,3060.0,69.1682511226
180.0,0.352941176471,3060.0,67.8035878808
200.0,0.176470588235,3060.0,67.0121636098
220.0,0.3125,2880.0,68.4321483722
240.0,0.285714285714,3780.0,69.9983279659
260.0,0.153846153846,2340.0,68.8878023614
280.0,0.190476190476,3780.0,66.467038971
300.0,0.384615384615,2340.0,72.0310056776
320.0,0.277777777778,3240.0,64.9104490138
340.0,0.35,3600.0,67.1607995719
360.0,0.388888888889,3240.0,67.1531228833
380.0,0.545454545455,3960.0,69.5204937228
400.0,0.642857142857,2520.0,72.1132141983
420.0,0.45,3600.0,66.6118685666
440.0,0.466666666667,2700.0,68.2049614101
460.0,0.55,3600.0,65.6407741647
480.0,0.666666666667,2700.0,71.7945835933
500.0,0.526315789474,3420.0,69.0750350892
520.0,0.545454545455,3960.0,71.8595216528
540.0,0.466666666667,2700.0,71.1335995923
560.0,0.5,3600.0,67.7903999169
580.0,0.636363636364,3960.0,66.9923872361
600.0,0.470588235294,3060.0,73.4696597887
620.0,0.529411764706,3060.0,71.9207727808
640.0,0.590909090909,3960.0,68.1934168326
660.0,0.4,2700.0,71.625672159
680.0,0.235294117647,3060.0,63.2659199216
700.0,0.352941176471,3060.0,66.0562728466
720.0,0.25,2880.0,70.2757247672
740.0,0.266666666667,2700.0,69.5473130589
760.0,0.235294117647,3060.0,64.5978332559
780.0,0.285714285714,3780.0,66.6892372085
800.0,0.235294117647,3060.0,68.9777390332
820.0,0.294117647059,3060.0,69.6705198806
840.0,0.266666666667,2700.0,62.2593352404
860.0,0.3125,2880.0,67.9561856251
880.0,0.277777777778,3240.0,62.5315115715
900.0,0.3125,2880.0,67.1268434044
920.0,0.315789473684,3420.0,68.9039273967
940.0,0.266666666667,2700.0,70.1477163313
960.0,0.5,3960.0,70.4992411417
980.0,0.928571428571,5040.0,69.1270705011
1000.0,0.916666666667,4320.0,67.7931198566
1020.0,0.842105263158,3420.0,69.557747205
1040.0,0.970588235294,6120.0,66.9090421178
1060.0,0.952380952381,3780.0,73.7259229427
1080.0,1.0,4140.0,70.683658645
1100.0,0.925925925926,4860.0,67.7359755098
1120.0,1.0,5400.0,71.4760929121
1140.0,1.0,4500.0,77.0136730889
1160.0,0.95652173913,4140.0,70.9030182721
1180.0,0.947368421053,3420.0,72.6405555151
1200.0,0.869565217391,4140.0,70.9159214878
1220.0,0.925925925926,4860.0,67.4205311833
1240.0,0.904761904762,3780.0,74.25762448
1260.0,0.961538461538,4680.0,67.1743225009
1280.0,0.526315789474,3420.0,70.3174971876
1300.0,0.863636363636,3960.0,69.1972595509
1320.0,0.541666666667,4320.0,67.0184240205
1340.0,0.75,3600.0,70.3807898453
1360.0,0.666666666667,4320.0,67.6051737106
1380.0,0.736842105263,3420.0,72.367234763
1400.0,0.571428571429,3780.0,68.4077956143
1420.0,0.75,4320.0,68.1467230721
1440.0,0.7,3600.0,71.8162323836
1460.0,0.55,3600.0,62.749258894
1480.0,0.818181818182,3960.0,64.8553877262
1500.0,0.636363636364,3960.0,54.2952685277
1520.0,0.666666666667,3240.0,45.5258504667
1540.0,0.611111111111,3240.0,25.7770665933
1560.0,1.0,540.0,4.01571580034
1580.0,1.0,540.0,0.913044279988
1600.0,0.833333333333,1080.0,3.35993768598
1620.0,0.727272727273,1980.0,6.81979040287
1640.0,0.928571428571,2520.0,8.96653763167
1660.0,1.0,3240.0,9.11585454579
1680.0,0.95652173913,4140.0,8.98855999215
1700.0,1.0,4860.0,9.84871140747
1720.0,1.0,5220.0,10.3619410101
1740.0,1.0,5220.0,10.710064293
1760.0,1.0,5400.0,10.8276797536
1780.0,1.0,5400.0,10.761558372
1800.0,1.0,5400.0,10.7505949366
1820.0,1.0,5400.0,10.7493093351
1840.0,1.0,5220.0,10.6701532135
1860.0,1.0,5400.0,10.6128153789
1880.0,1.0,5400.0,10.6080826388
1900.0,1.0,5220.0,10.4681775105
1920.0,0.964285714286,5040.0,10.3421809349
1940.0,1.0,5220.0,10.4259711331
1960.0,1.0,5400.0,10.5699992062
1980.0,1.0,5220.0,10.570576365
2000.0,1.0,5400.0,10.4100438768
2020.0,1.0,5040.0,10.3354744006
2040.0,0.965517241379,5220.0,10.53046491
2060.0,1.0,5400.0,10.8852021896
2080.0,1.0,5580.0,11.1758950354
2100.0,1.0,5400.0,11.3862663505
2120.0,1.0,5760.0,11.538971415
2140.0,0.967741935484,5580.0,11.7095032798
2160.0,1.0,5760.0,11.8058418035
2180.0,1.0,5760.0,11.6837309063
2200.0,1.0,5760.0,11.5740555233
2220.0,1.0,5580.0,11.3922577807
2240.0,0.966666666667,5400.0,11.3241958134
2260.0,0.814814814815,4860.0,11.4827989829
2280.0,0.827586206897,5220.0,11.6027728448
2300.0,0.777777777778,4860.0,11.5327495876
2320.0,0.777777777778,4860.0,11.3427206559
2340.0,0.892857142857,5040.0,11.1320927104
2360.0,0.625,4320.0,11.1074819292
2380.0,0.851851851852,4860.0,10.9717479274
2400.0,0.769230769231,4680.0,10.6820648668
2420.0,0.76,4500.0,10.3687925417
2440.0,0.814814814815,4860.0,10.3182132736
2460.0,0.636363636364,3960.0,10.4648515414
2480.0,0.777777777778,4860.0,10.6787012402
2500.0,0.68,4500.0,11.0149066174
2520.0,0.777777777778,4860.0,11.3469041564
