timestamps(s),penetration_AV,flow(veh/hr),speed(mph)
20.0,0.0,0.0,-0.621504039776
40.0,0.0,0.0,-0.621504039776
60.0,0.0,0.0,-0.621504039776
80.0,0.0,0.0,-0.621504039776
100.0,0.0,0.0,-0.621504039776
120.0,0.0,900.0,72.8653611983
140.0,0.0,1980.0,65.9184832687
160.0,0.0,3060.0,63.1507758865
180.0,0.0,3600.0,54.9503234693
200.0,0.0,3240.0,57.4161482654
220.0,0.0,3420.0,58.5391308082
240.0,0.0,3420.0,63.2965139395
260.0,0.0,3420.0,65.1926829139
280.0,0.0,2700.0,67.7143034766
300.0,0.0,3240.0,68.573505016
320.0,0.0,2160.0,68.9792726683
340.0,0.0,3060.0,63.6176536184
360.0,0.0,3060.0,59.8408517741
380.0,0.0,2520.0,57.3701455702
400.0,0.0,2880.0,61.0582051674
420.0,0.368421052632,3420.0,67.3355888926
440.0,0.5,3600.0,65.3293748294
460.0,0.56,4500.0,63.3699543776
480.0,0.695652173913,4140.0,68.5237579174
500.0,0.571428571429,2520.0,71.6677620089
520.0,0.5,3600.0,62.9792589648
540.0,0.692307692308,4680.0,68.429335078
560.0,0.714285714286,3780.0,71.9327684271
580.0,0.75,2880.0,75.5829429201
600.0,0.4,3600.0,60.9712563875
620.0,0.428571428571,3780.0,60.3290474203
640.0,0.684210526316,3420.0,69.2852457631
660.0,0.608695652174,4140.0,67.3275921571
680.0,0.8,2700.0,70.9822894955
700.0,0.333333333333,3780.0,70.3227437567
720.0,0.740740740741,4860.0,69.9513649162
740.0,0.545454545455,3960.0,73.0618719231
760.0,0.863636363636,3960.0,73.8352469532
780.0,0.9375,2880.0,77.016023805
800.0,0.608695652174,4140.0,66.0018520174
820.0,0.76,4500.0,65.672500581
840.0,0.708333333333,4320.0,63.8434988701
860.0,0.722222222222,3240.0,63.0564532011
880.0,0.565217391304,4140.0,44.2674972402
900.0,0.65,3600.0,26.4832100554
920.0,0.25,720.0,5.99506366593
940.0,1.0,360.0,0.590506672467
960.0,1.0,360.0,0.590664158178
980.0,0.5,360.0,0.5876654265
1000.0,0.5,360.0,0.589582625184
1020.0,1.0,360.0,0.590120949779
1040.0,1.0,360.0,0.590158947808
1060.0,1.0,360.0,0.590159891569
1080.0,0.5,360.0,0.590159903158
1100.0,0.333333333333,540.0,0.599179959526
1120.0,1.0,180.0,0.563099734344
1140.0,0.0,360.0,0.590160539988
1160.0,0.666666666667,540.0,0.604839199906
1180.0,0.5,360.0,0.602904442281
1200.0,1.0,180.0,0.639265072679
1220.0,1.0,360.0,0.605351037449
1240.0,1.0,360.0,0.604006115242
1260.0,1.0,360.0,0.603587123801
1280.0,0.5,360.0,0.603685877043
1300.0,0.5,360.0,0.603705869186
1320.0,1.0,540.0,0.615071399149
1340.0,0.666666666667,540.0,0.602464598778
1360.0,1.0,360.0,0.614527340088
1380.0,1.0,360.0,0.614826940104
1400.0,1.0,360.0,0.613686184834
1420.0,1.0,720.0,1.70487227707
1440.0,0.5,1440.0,5.5244614697
1460.0,0.857142857143,2520.0,8.05279230962
1480.0,0.85,3600.0,8.7890431728
1500.0,0.8,4500.0,9.7372494291
1520.0,0.846153846154,4680.0,10.3474753617
1540.0,0.851851851852,4860.0,10.4266129504
1560.0,0.846153846154,4680.0,10.4995529176
1580.0,1.0,5400.0,10.5889364365
1600.0,1.0,5400.0,10.7918149311
1620.0,1.0,5400.0,10.8530532333
1640.0,1.0,5400.0,10.8425907337
1660.0,1.0,5400.0,10.8214088319
1680.0,1.0,5220.0,10.7602189192
1700.0,1.0,5580.0,10.7092585447
1720.0,1.0,5220.0,10.9486213481
1740.0,1.0,5760.0,11.2240707764
1760.0,1.0,5400.0,11.3297073048
1780.0,1.0,5760.0,11.3206668295
1800.0,1.0,5580.0,11.3301929143
1820.0,0.966666666667,5400.0,11.2060183282
1840.0,1.0,5220.0,11.0920725901
1860.0,1.0,5580.0,10.9124324442
1880.0,1.0,5400.0,10.8406784628
1900.0,1.0,5580.0,10.9336667896
1920.0,1.0,5400.0,11.0949223907
1940.0,1.0,5400.0,11.2828394323
1960.0,1.0,5760.0,11.53679782
1980.0,1.0,5580.0,11.5150110291
2000.0,1.0,5580.0,11.395073724
2020.0,1.0,5760.0,11.4453776604
2040.0,1.0,5580.0,11.8125403594
2060.0,1.0,5940.0,12.1815285508
2080.0,0.9,5400.0,12.2896965798
2100.0,0.785714285714,5040.0,12.3042286698
2120.0,0.8,5400.0,12.3058963202
2140.0,0.793103448276,5220.0,12.3021450791
2160.0,0.692307692308,4680.0,12.3039410665
2180.0,0.347826086957,4140.0,12.305367264
2200.0,0.521739130435,4140.0,12.3054624061
2220.0,0.538461538462,4680.0,12.3047433281
2240.0,0.64,4500.0,12.3066941078
2260.0,0.318181818182,3960.0,12.3080140589
2280.0,0.238095238095,3780.0,12.2913970486
2300.0,0.391304347826,4140.0,12.3052054559
2320.0,0.227272727273,3960.0,12.3050730954
2340.0,0.380952380952,3780.0,12.3057808148
2360.0,0.576923076923,4680.0,12.3057798245
2380.0,0.5,4320.0,12.3057800078
2400.0,0.583333333333,4320.0,12.3057799894
2420.0,0.592592592593,4860.0,12.3043281778
2440.0,0.541666666667,4320.0,12.2947254582
2460.0,0.615384615385,4680.0,12.3048905544
2480.0,0.615384615385,4680.0,12.3058608808
2500.0,0.434782608696,4140.0,12.3057317155
2520.0,0.576923076923,4680.0,12.3057837368
2540.0,0.583333333333,4320.0,12.3052519154
2560.0,0.666666666667,4860.0,12.2918964848
2580.0,0.541666666667,4320.0,12.2229770334
2600.0,0.678571428571,5040.0,12.2711054484
2620.0,0.870967741935,5580.0,12.7925774137
